exp_id,method,alpha,n,BA,BA_std,ASR,ASR_std,cfASR,dASR,gap,BPR,ASR_ci95_half
cifar10_iid_federaser_r1,federaser,1.0,5,0.6288199999999999,0.00678763581816228,0.02682222222222218,0.007330639235765047,0.02126666666666662,0.8849555555555556,0.005555555555555558,0.00620561846924386,0.009102190822869432
cifar10_iid_federaser_r1,full_retrain,1.0,5,0.68582,0.009000388880487315,0.02295555555555554,0.001462705087445692,0.02126666666666662,0.8888222222222222,0.0016888888888889197,0.0018898351468742067,0.001816188247070808
gtsrb_iid,cf_sameinit,0.25,5,0.8256057007125891,0.007575877425319513,0.7982657120127288,0.029801383473955976,0.7982657120127288,0.03607000795544948,0.0,,0.03700330495627582
gtsrb_iid,cf_sameinit,0.5,5,0.8256848772763263,0.0064555852708004435,0.7281145584725537,0.030313112576559515,0.7281145584725537,0.10622116149562448,0.0,0.0,0.03763870055981176
gtsrb_iid,cf_sameinit,0.75,5,0.82486144101346,0.007903788329884656,0.6079872712808274,0.015077266421266932,0.6079872712808274,0.22634844868735082,0.0,0.0,0.01872089890661375
gtsrb_iid,cf_sameinit,1.0,5,0.8239429928741092,0.009164084430615333,0.00238663484486868,0.0011719108880394575,0.00238663484486868,0.8319490851233095,0.0,0.0,0.0014551195587815993
gtsrb_iid,federaser,0.25,5,0.5624228028503563,0.06332869531140879,0.7926968973747017,0.01573745963057441,0.7982657120127288,0.04163882259347653,-0.005568814638027053,,0.01954063704646936
gtsrb_iid,federaser,0.5,5,0.5508471892319873,0.059885135229532725,0.6964518695306284,0.023667000924754635,0.7281145584725537,0.13788385043754972,-0.031662688941925234,-0.32891279388310923,0.02938646299372311
gtsrb_iid,federaser,0.75,5,0.5472209026128266,0.05591279969229723,0.38564836913285594,0.08045385827401812,0.6079872712808274,0.4486873508353222,-0.22233890214797142,-0.9802360148545504,0.09989665933543651
gtsrb_iid,federaser,1.0,5,0.5466349960411718,0.049451167923527634,0.0012728719172632717,0.0013802188999918609,0.00238663484486868,0.833062848050915,-0.0011137629276054086,-0.0013741310340254008,0.0017137681177602983
gtsrb_iid,full_retrain,0.25,5,0.8268566904196358,0.005520656523438888,0.7816865552903739,0.020927021187405494,0.7982657120127288,0.05264916467780427,-0.01657915672235479,,0.025984328798048826
gtsrb_iid,full_retrain,0.5,5,0.8263974663499605,0.006741780955824751,0.7238822593476532,0.02269809777092972,0.7281145584725537,0.11045346062052504,-0.004232299124900552,-0.05305448911327075,0.028183410829872593
